Date,^CNXAUTO,^CNXCONSUM,NIFTY_FIN_SERVICE.NS,^CNXPHARMA,^CNXSERVICE,^NSEBANK,^CNXIT,^CNXMEDIA,MOCAPITAL.NS,^NSEI,^CNXFMCG,MOTOUR.NS,^CNXMETAL,CPSEETF.NS,HDFCSML250.NS,^CNXMNC,^CNXREALTY,MODEFENCE.NS,^CNXCMDT,NIFTYMIDCAP150.NS,^CNXENERGY,HDFCPVTBAN.NS,^CRSLDX,^NSMIDCP,OILIETF.NS,^CNXINFRA,^CNXPSUBANK
2024-10-17,,,,23254.0,,51288.80078125,42734.3515625,,,24749.849609375,,,,96.05000305175781,183.58999633789062,,,72.63999938964844,,21718.5,,25.809999465942383,23377.0,74007.203125,12.210000038146973,,
2024-10-18,,,,23356.19921875,,52094.19921875,42106.5,,,24854.05078125,,,,96.69000244140625,183.38999938964844,,,73.08999633789062,,21755.650390625,,26.239999771118164,23440.69921875,74288.1015625,12.1899995803833,,
2024-10-21,,,,23122.69921875,,51962.69921875,41562.69921875,,,24781.099609375,,,,95.58000183105469,180.6699981689453,,,72.58000183105469,,21429.900390625,,25.979999542236328,23263.25,73285.3515625,12.039999961853027,,
2024-10-22,,,,22828.19921875,,51257.1484375,41238.80078125,,,24472.099609375,,,,92.93000030517578,174.25,,,68.94999694824219,,20879.44921875,,25.950000762939453,22814.44921875,71158.6484375,11.760000228881836,,
2024-10-23,,,,22471.599609375,,51239.0,42222.1015625,,,24435.5,,,,92.25,175.44000244140625,,,68.41000366210938,,20985.25,,25.739999771118164,22841.099609375,70884.703125,11.710000038146973,,
2024-10-24,,,,22570.80078125,,51531.1484375,42139.8515625,,,24399.400390625,,,,92.8499984741211,174.8699951171875,,,67.87000274658203,,20932.75,,25.850000381469727,22787.849609375,70826.25,11.720000267028809,,
2024-10-25,,,,22574.55078125,,50787.44921875,42038.8515625,,,24180.80078125,,,,90.76000213623047,170.7899932861328,,,66.88999938964844,,20563.69921875,,25.489999771118164,22499.05078125,69716.5,11.420000076293945,,
2024-10-28,,,,22857.25,,51259.30078125,42205.3984375,,,24339.150390625,,,,90.16999816894531,172.52000427246094,,,66.76000213623047,,20695.55078125,,25.610000610351562,22649.94921875,70030.546875,11.4399995803833,,
2024-10-29,,,,22601.400390625,,52320.69921875,42031.44921875,,,24466.849609375,,,,91.77999877929688,173.6300048828125,,,68.06999969482422,,20867.400390625,,25.969999313354492,22795.05078125,70538.3515625,11.510000228881836,,
2024-10-30,,,,22374.94921875,,51807.5,41668.6015625,,,24340.849609375,,,,91.9000015258789,175.82000732421875,,,69.66999816894531,,20916.69921875,,25.760000228881836,22749.80078125,70268.3515625,11.4399995803833,,
2024-10-31,,,,22735.55078125,,51475.3515625,40407.55078125,,,24205.349609375,,,,92.18000030517578,178.22000122070312,,,69.62000274658203,,20876.69921875,,25.510000228881836,22689.349609375,69911.75,11.40999984741211,,
2024-11-01,,,,22807.150390625,,51673.8984375,40433.6484375,,,24304.349609375,,,,92.18000030517578,178.22000122070312,,,69.62000274658203,,21021.099609375,,25.510000228881836,22823.55078125,70400.75,11.40999984741211,,
2024-11-04,,,,22638.30078125,,51215.25,40421.80078125,,,23995.349609375,,,,91.33000183105469,175.4600067138672,,,68.55000305175781,,20767.400390625,,25.290000915527344,22518.30078125,69418.25,11.229999542236328,,
2024-11-05,,,,22661.25,,52207.25,40424.6015625,,,24213.30078125,,,,92.02999877929688,177.7899932861328,,,68.94000244140625,,20862.099609375,,25.799999237060547,22679.849609375,69797.453125,11.3100004196167,,
2024-11-06,,,,22920.349609375,,52317.3984375,42039.5,,,24484.05078125,,,,93.9000015258789,181.30999755859375,,,71.44999694824219,,21298.5,,25.8700008392334,23031.19921875,71389.796875,11.600000381469727,,
2024-11-07,,,,22526.94921875,,51916.5,41752.3984375,,,24199.349609375,,,,93.16999816894531,180.0800018310547,,,71.04000091552734,,21194.849609375,,25.600000381469727,22806.25,70639.8984375,11.5,,
2024-11-08,,,,22542.25,,51561.19921875,42050.1484375,,,24148.19921875,,,,91.95999908447266,177.5800018310547,,,69.8499984741211,,20919.900390625,,25.75,22645.650390625,69774.203125,11.300000190734863,,
